ID;Дата;Время;Офис ID;Менеджер ID;Группа;Товар ID;Производитель ID;Количество;Сумма;Возврат
1663;12.09.2015;08:14:25;2;8;20;765;54;1;5368;нет
1664;12.09.2015;09:10:25;2;8;16;4325;5;1;3729;нет
1665;12.09.2015;10:04:25;0;0;1;1858;0;1;2957,9;нет
1666;12.09.2015;10:13:25;3;11;6;4096;15;1;4059;нет
1667;12.09.2015;10:18:25;3;11;20;4502;63;1;1089;нет
1668;12.09.2015;11:09:25;0;2;14;692;5;1;7029;нет
1669;12.09.2015;11:10:25;0;2;20;4036;54;1;5498,9;нет
1670;12.09.2015;11:47:25;0;2;8;2238;5;1;5280;нет
1671;12.09.2015;12:06:25;1;5;17;364;6;1;6061;нет
1672;12.09.2015;12:13:25;2;8;13;208;25;1;9300,5;нет
1673;12.09.2015;12:22:25;1;3;16;2496;24;1;2086,7;нет
1674;12.09.2015;12:24:25;2;8;5;4264;15;1;825;нет
1675;12.09.2015;12:39:25;2;8;9;4344;2;1;4257;нет
1676;12.09.2015;12:50:25;1;3;12;372;5;1;8195;нет
1677;12.09.2015;12:56:25;3;10;20;4502;54;1;1089;нет
1678;12.09.2015;12:58:25;3;9;10;3187;17;1;867,9;нет
1679;12.09.2015;13:04:25;0;2;16;3421;24;1;4279;да
1680;12.09.2015;13:12:25;3;9;13;4128;5;1;8789;нет
1681;12.09.2015;13:22:25;2;8;11;1420;18;1;15829;нет
1682;12.09.2015;13:26:25;1;4;17;364;6;2;12122;нет
1683;12.09.2015;13:31:25;2;7;4;2538;44;1;3683,9;нет
1684;12.09.2015;13:39:25;2;6;5;2038;44;1;4378;нет
1685;12.09.2015;13:41:25;2;6;17;364;6;2;12122;нет
1686;12.09.2015;13:49:25;1;3;4;4;14;1;15939;нет
1687;12.09.2015;13:59:25;0;2;8;2238;6;2;10560;нет
1688;12.09.2015;14:09:25;0;0;10;3084;17;1;3289;нет
1689;12.09.2015;14:17:25;1;4;20;4502;11;1;1089;нет
1690;12.09.2015;14:18:25;2;7;3;26;54;1;37895;нет
1691;12.09.2015;14:20:25;2;8;19;2809;45;1;1054,9;нет
1692;12.09.2015;14:27:25;1;3;3;4402;35;1;1375;нет
1693;12.09.2015;14:39:25;1;4;10;4379;12;1;2739;нет
1694;12.09.2015;14:42:25;3;9;10;3033;27;1;1969;нет
1695;12.09.2015;14:47:25;2;8;17;364;6;2;12122;нет
1696;12.09.2015;14:52:25;0;0;9;1308;38;1;4728,9;нет
1697;12.09.2015;15:04:25;3;9;5;2065;16;1;796,4;нет
1698;12.09.2015;15:06:25;1;5;9;2768;7;1;1639;нет
1699;12.09.2015;15:12:25;0;2;20;765;54;1;5368;нет
1700;12.09.2015;15:23:25;3;11;9;4518;25;1;1251,8;нет
1701;12.09.2015;15:28:25;2;8;5;2406;44;1;5423;нет
1702;12.09.2015;15:32:25;0;0;9;1308;4;1;4728,9;нет
1703;12.09.2015;15:48:25;0;2;10;314;35;2;29051;нет
1704;12.09.2015;15:49:25;0;1;5;3537;16;1;1408;нет
1705;12.09.2015;15:54:25;0;2;5;1918;24;1;1126,4;нет
1706;12.09.2015;16:19:25;2;8;8;3223;1;1;5610;нет
1707;12.09.2015;16:32:25;1;5;20;4502;54;1;1089;нет
1708;12.09.2015;16:46:25;0;2;10;2963;48;1;2362,8;нет
1709;12.09.2015;16:58:25;0;1;7;2611;3;1;1089;нет
1710;12.09.2015;17:02:25;1;4;11;3573;18;1;3792,8;нет
1711;12.09.2015;17:13:25;2;8;5;4067;45;1;814;нет
1712;12.09.2015;17:16:25;3;10;17;364;6;2;12122;нет
1713;12.09.2015;17:37:25;1;5;22;4459;11;1;1419;нет
1714;12.09.2015;17:39:25;2;8;19;4427;18;1;1309;нет
1715;12.09.2015;18:10:25;1;5;7;3571;1;2;9328;нет
1716;12.09.2015;18:24:25;3;9;4;4249;6;1;987,8;нет
1717;12.09.2015;18:29:25;0;0;20;1034;54;1;4224;нет
1718;12.09.2015;18:44:25;2;8;4;3741;51;1;4508,9;нет
1719;12.09.2015;18:54:25;2;6;0;4263;21;1;825;нет
1720;12.09.2015;19:10:25;1;3;4;4291;23;1;4840;нет
1721;12.09.2015;19:28:25;2;8;14;3119;25;1;4178,9;нет
1722;12.09.2015;19:46:25;3;9;3;4303;7;1;1296,9;нет
1723;12.09.2015;19:58:25;2;8;15;3931;47;1;647,9;нет
1724;12.09.2015;20:08:25;0;2;9;118;45;1;6809;нет
1725;12.09.2015;20:20:25;3;9;3;1898;7;1;7579;нет
1726;12.09.2015;20:46:25;1;5;20;1034;6;1;4224;нет
1727;12.09.2015;20:49:25;2;7;17;364;6;1;6061;нет
1728;12.09.2015;21:09:25;2;8;9;2916;60;1;1383,8;нет
1729;12.09.2015;21:24:25;1;4;20;765;63;1;5368;нет
1730;12.09.2015;22:19:25;0;2;9;3654;45;1;1338,7;нет
1731;12.09.2015;22:40:25;1;5;8;292;5;1;8910;нет
1732;13.09.2015;08:08:25;0;2;9;2301;3;1;2176,9;нет
1733;13.09.2015;08:46:25;0;2;18;3073;50;2;1188;нет
1734;13.09.2015;09:48:25;1;5;9;4426;20;1;990;нет
1735;13.09.2015;10:01:25;2;8;9;3394;14;1;6956,4;нет
1736;13.09.2015;10:07:25;1;4;5;2497;6;1;2086,7;нет
1737;13.09.2015;10:24:25;3;9;4;4454;33;1;1001;нет
1738;13.09.2015;11:03:25;2;8;10;4391;2;1;594;нет
1739;13.09.2015;11:39:25;3;9;6;3075;25;2;1188;нет
1740;13.09.2015;12:05:25;3;10;21;4216;12;1;10437,9;нет
1741;13.09.2015;12:13:25;1;5;19;2483;42;1;4156,9;нет
1742;13.09.2015;12:14:25;3;9;22;4459;10;1;1419;нет
1743;13.09.2015;12:21:25;2;7;5;3078;15;1;2297,9;нет
1744;13.09.2015;12:26:25;2;7;8;1426;22;2;13486;нет
1745;13.09.2015;12:28:25;1;3;5;993;13;1;2013;нет
1746;13.09.2015;12:39:25;1;3;17;364;5;1;6061;нет
1747;13.09.2015;12:44:25;2;8;14;692;10;1;7029;нет
1748;13.09.2015;12:53:25;3;9;7;1925;4;1;2860;нет
1749;13.09.2015;13:00:25;1;5;16;2950;37;1;4129,4;нет
1750;13.09.2015;13:02:25;2;6;10;4280;5;2;2008,6;нет
1751;13.09.2015;13:25:25;2;7;22;3574;28;1;5489;нет
1752;13.09.2015;13:35:25;0;2;8;2238;7;1;5280;нет
1753;13.09.2015;13:53:25;2;8;3;758;2;1;14525,5;нет
1754;13.09.2015;14:03:25;3;10;17;364;5;1;6061;нет
1755;13.09.2015;14:17:25;0;0;0;3162;55;1;4389;нет
1756;13.09.2015;15:06:25;1;4;15;4251;5;1;1307,9;нет
1757;13.09.2015;15:14:25;1;5;14;245;0;1;6039;нет
1758;13.09.2015;15:34:25;1;5;17;364;5;2;12122;нет
1759;13.09.2015;15:39:25;0;0;10;4104;35;1;2695;нет
1760;13.09.2015;16:00:25;2;8;16;3046;14;1;803;нет
1761;13.09.2015;16:14:25;2;7;16;3540;37;1;6039;да
1762;13.09.2015;16:31:25;2;7;4;1382;24;1;869;нет
1763;13.09.2015;16:39:25;2;6;6;3195;5;1;1813,9;нет
1764;13.09.2015;16:54:25;2;6;1;4026;1;1;2080,1;нет
1765;13.09.2015;17:00:25;0;0;18;4150;14;1;649;нет
1766;13.09.2015;17:05:25;3;10;11;3573;10;1;3792,8;нет
1767;13.09.2015;17:19:25;2;8;8;3223;1;2;11220;нет
1768;13.09.2015;17:36:25;0;0;5;2725;7;1;5038;нет
1769;13.09.2015;17:39:25;3;10;8;952;22;2;8360;нет
1770;13.09.2015;17:52:25;3;11;8;2238;22;1;5280;нет
1771;13.09.2015;18:15:25;2;8;14;3260;25;1;1197,9;нет
1772;13.09.2015;18:21:25;2;7;1;4363;35;1;7678;нет
1773;13.09.2015;18:44:25;3;10;17;364;6;1;6061;нет
1774;13.09.2015;18:59:25;2;8;17;364;6;2;12122;нет
1775;13.09.2015;19:13:25;2;8;17;2276;5;1;60489;нет
1776;13.09.2015;19:14:25;2;8;22;4459;11;1;1419;нет
1777;13.09.2015;19:17:25;3;9;11;3406;27;1;3289;нет
1778;13.09.2015;19:18:25;2;6;19;2809;42;1;1054,9;нет
1779;13.09.2015;19:26:25;2;6;10;3382;6;2;4378;нет
1780;13.09.2015;19:30:25;0;2;18;4281;5;1;1320;нет
1781;13.09.2015;19:32:25;0;0;4;2187;39;1;4728,9;да
1782;13.09.2015;19:35:25;2;6;0;2192;31;1;8580;нет
1783;13.09.2015;19:51:25;3;9;17;364;5;1;6061;да
1784;13.09.2015;20:03:25;2;7;8;310;0;1;8470;нет
1785;13.09.2015;20:29:25;2;8;22;4459;28;1;1419;нет
1786;13.09.2015;20:30:25;2;7;10;4379;11;1;2739;да
1787;13.09.2015;20:48:25;2;8;17;364;6;1;6061;нет
1788;13.09.2015;21:26:25;2;6;22;4459;11;1;1419;нет
1789;13.09.2015;21:31:25;2;6;8;952;6;1;4180;нет
1790;13.09.2015;21:33:25;1;3;11;3573;10;1;3792,8;нет
1791;13.09.2015;21:39:25;3;9;16;2496;5;1;2086,7;нет
1792;14.09.2015;08:08:25;0;0;7;3785;47;2;2703,8;нет
1793;14.09.2015;08:59:25;1;4;17;364;5;1;6061;нет
1794;14.09.2015;09:05:25;0;2;8;573;0;1;6751,8;нет
1795;14.09.2015;09:18:25;2;7;3;3443;23;1;5283,3;нет
1796;14.09.2015;11:15:25;1;4;9;3045;18;1;924;нет
1797;14.09.2015;13:46:25;1;5;5;993;33;1;2013;нет
1798;14.09.2015;15:07:25;0;0;16;3421;2;1;4279;нет
1799;14.09.2015;16:13:25;2;8;4;3147;39;1;1089;нет
1800;14.09.2015;17:25:25;3;9;15;3931;37;1;647,9;нет
1801;14.09.2015;17:36:25;2;8;9;1782;37;1;9295;нет
1802;14.09.2015;18:26:25;2;8;8;3223;11;1;5610;нет
1803;14.09.2015;19:10:25;2;8;20;4036;6;1;5498,9;нет
1804;14.09.2015;19:37:25;2;7;7;3770;9;2;2703,8;нет
1805;14.09.2015;19:49:25;3;11;4;4419;23;1;2739;нет
1806;14.09.2015;19:57:25;2;6;10;4379;50;1;2739;нет
1807;14.09.2015;20:16:25;3;11;10;4391;50;2;1188;нет
1808;14.09.2015;20:39:25;1;4;9;3438;6;1;911,9;нет
1809;14.09.2015;21:49:25;2;8;8;573;5;2;13503,6;нет
1810;15.09.2015;08:16:25;2;6;19;4458;0;1;1419;нет
1811;15.09.2015;08:23:25;2;6;4;3865;20;1;1309;нет
1812;15.09.2015;09:37:25;2;8;3;3120;54;1;4178,9;нет
1813;15.09.2015;10:14:25;1;5;9;118;22;1;6809;нет
1814;15.09.2015;10:57:25;2;7;22;2450;43;1;5020,4;нет
1815;15.09.2015;11:05:25;0;0;22;2039;28;1;4222,9;нет
1816;15.09.2015;11:30:25;3;10;20;1034;6;1;4224;нет
1817;15.09.2015;11:48:25;2;7;9;2792;60;1;5258;нет
1818;15.09.2015;11:52:25;3;11;5;2153;16;1;8239;нет
1819;15.09.2015;12:20:25;2;7;10;3187;14;1;867,9;нет
1820;15.09.2015;13:17:25;2;8;16;3700;24;1;1529;нет
1821;15.09.2015;13:35:25;1;3;11;3573;27;1;3792,8;нет
1822;15.09.2015;15:55:25;1;3;5;3884;3;1;1369,5;нет
1823;15.09.2015;16:30:25;0;2;2;37;22;1;6589;нет
1824;15.09.2015;17:19:25;3;10;9;1819;4;1;7139;нет
1825;15.09.2015;17:26:25;2;7;16;3540;5;1;6039;нет
1826;15.09.2015;17:38:25;2;8;7;3627;14;2;15290;нет
1827;15.09.2015;18:01:25;2;8;15;912;2;1;3542;нет
1828;15.09.2015;19:44:25;2;8;10;1116;5;2;11418;нет
1829;15.09.2015;19:52:25;2;8;2;630;7;1;4508,9;нет
1830;15.09.2015;20:23:25;2;7;18;3133;37;1;5737,6;нет
1831;15.09.2015;20:24:25;3;9;14;1922;0;1;5698;нет
1832;15.09.2015;20:32:25;3;9;10;1574;0;2;17930;нет
1833;15.09.2015;20:38:25;3;11;12;372;5;1;8195;нет
1834;15.09.2015;20:59:25;0;0;20;4036;54;1;5498,9;нет
1835;15.09.2015;21:19:25;0;0;7;3635;2;1;517;нет
1836;15.09.2015;21:38:25;3;9;4;2760;42;1;3298,9;нет
1837;15.09.2015;21:43:25;2;8;14;3974;6;1;1295,8;нет
1838;15.09.2015;21:52:25;1;3;15;912;37;1;3542;нет
1839;15.09.2015;21:58:25;0;1;8;507;0;2;7257,8;нет
1840;15.09.2015;22:04:25;2;6;10;2106;2;1;8569;нет
1841;15.09.2015;22:08:25;1;4;7;2558;5;2;1738;нет
1842;15.09.2015;22:46:25;2;8;14;2013;10;1;1274,9;нет
1843;16.09.2015;08:02:25;3;9;16;3046;3;1;803;нет
1844;16.09.2015;08:18:25;0;0;9;4397;37;1;949,3;нет
1845;16.09.2015;09:59:25;3;10;2;619;12;1;10890;нет
1846;16.09.2015;10:13:25;3;10;7;4149;37;2;1298;нет
1847;16.09.2015;10:32:25;2;8;20;955;54;1;5388,9;нет
1848;16.09.2015;10:55:25;0;2;10;4391;50;2;1188;нет
1849;16.09.2015;11:38:25;2;8;7;2595;22;2;11814;нет
1850;16.09.2015;11:41:25;3;10;13;486;6;1;11869;нет
1851;16.09.2015;12:18:25;2;8;14;1910;5;1;3498;нет
1852;16.09.2015;12:51:25;2;7;17;364;5;2;12122;нет
1853;16.09.2015;13:00:25;3;9;20;4502;54;1;1089;нет
1854;16.09.2015;13:51:25;0;1;4;3572;45;1;4675;нет
1855;16.09.2015;13:59:25;2;8;9;2510;60;1;4169;нет
1856;16.09.2015;14:03:25;1;4;11;1821;1;1;6308,5;нет
1857;16.09.2015;14:12:25;1;3;19;2809;24;1;1054,9;нет
1858;16.09.2015;16:16:25;0;0;13;1220;6;1;10989;нет
1859;16.09.2015;16:59:25;2;8;12;2335;5;1;26389;нет
1860;16.09.2015;17:16:25;3;10;16;1887;6;1;5146,9;нет
1861;16.09.2015;18:00:25;2;8;20;4502;63;1;1089;нет
1862;16.09.2015;18:24:25;2;7;16;4325;6;1;3729;нет
1863;16.09.2015;18:25:25;1;5;11;1821;27;1;6308,5;нет
1864;16.09.2015;18:28:25;2;8;10;4104;5;2;5390;нет
1865;16.09.2015;18:29:25;0;2;16;3540;2;1;6039;нет
1866;16.09.2015;18:34:25;2;7;20;1385;6;1;5388,9;нет
1867;16.09.2015;18:35:25;2;8;13;2227;5;1;7139;нет
1868;16.09.2015;18:56:25;2;7;3;3443;16;1;5283,3;нет
1869;16.09.2015;19:27:25;2;7;16;2176;37;1;6259;да
1870;16.09.2015;19:44:25;3;9;20;1034;11;1;4224;нет
1871;16.09.2015;20:08:25;1;3;11;51;18;1;10274;нет
1872;16.09.2015;20:22:25;3;10;16;263;5;1;14525,5;нет
1873;16.09.2015;20:25:25;2;7;16;2818;37;1;1538,9;нет
1874;16.09.2015;20:34:25;2;7;9;2827;1;1;4776,2;нет
1875;16.09.2015;20:39:25;2;8;17;364;6;1;6061;нет
1876;16.09.2015;20:53:25;2;6;8;2238;0;2;10560;нет
1877;16.09.2015;21:11:25;2;7;13;208;14;1;9300,5;нет
1878;16.09.2015;21:26:25;1;3;5;3505;3;1;702,9;нет
1879;16.09.2015;22:01:25;3;9;1;1283;27;1;5423;нет
1880;16.09.2015;22:04:25;1;4;5;2810;1;1;1056;нет
1881;16.09.2015;22:09:25;2;8;20;4502;63;1;1089;нет
1882;16.09.2015;22:11:25;2;8;0;2299;34;1;2178;нет
1883;16.09.2015;22:16:25;3;9;16;2950;2;1;4129,4;нет
1884;16.09.2015;22:17:25;0;2;20;765;54;1;5368;нет
1885;16.09.2015;22:28:25;2;6;8;952;11;2;8360;нет
1886;16.09.2015;22:40:25;3;10;3;2718;17;1;6039;нет
1887;16.09.2015;22:45:25;0;2;7;1925;14;2;5720;нет
1888;16.09.2015;22:47:25;2;7;16;2818;6;1;1538,9;нет
1889;17.09.2015;08:14:25;3;9;14;3974;53;1;1295,8;нет
1890;17.09.2015;08:23:25;2;8;19;1915;4;1;2033,9;нет
1891;17.09.2015;09:02:25;2;8;16;3700;28;1;1529;нет
1892;17.09.2015;09:29:25;2;8;11;3573;18;1;3792,8;нет
1893;17.09.2015;09:38:25;0;2;16;1887;5;1;5146,9;нет
1894;17.09.2015;09:50:25;0;0;4;3987;3;1;13189;нет
1895;17.09.2015;10:29:25;2;6;22;2450;11;1;5020,4;нет
1896;17.09.2015;12:00:25;2;7;10;587;14;1;7210,5;нет
1897;17.09.2015;12:17:25;0;2;19;2037;4;1;4222,9;да
1898;17.09.2015;12:46:25;1;3;7;3138;45;1;2849;нет
1899;17.09.2015;13:28:25;1;5;8;507;0;1;3628,9;нет
1900;17.09.2015;13:30:25;2;7;14;3260;22;1;1197,9;нет
1901;17.09.2015;14:34:25;1;5;17;364;6;1;6061;да
1902;17.09.2015;15:41:25;1;5;15;3157;50;1;3407,8;нет
1903;17.09.2015;16:09:25;1;3;18;4392;22;2;1188;нет
1904;17.09.2015;16:32:25;2;8;10;4248;50;1;1155;нет
1905;17.09.2015;16:44:25;3;11;8;646;6;1;18865;нет
1906;17.09.2015;16:54:25;2;8;21;4216;18;1;10437,9;нет
1907;17.09.2015;17:02:25;0;2;16;3421;5;1;4279;нет
1908;17.09.2015;17:56:25;1;5;9;3933;50;1;647,9;нет
1909;17.09.2015;17:59:25;2;7;12;206;5;1;9300,5;нет
1910;17.09.2015;18:05:25;1;3;1;3852;2;1;1485;нет
1911;17.09.2015;18:38:25;3;11;16;3046;5;1;803;нет
1912;17.09.2015;18:41:25;2;7;4;3795;3;1;9383;нет
1913;17.09.2015;18:53:25;2;8;18;1730;50;1;5170;нет
1914;17.09.2015;18:57:25;2;7;17;364;5;1;6061;нет
1915;17.09.2015;19:35:25;2;6;16;1887;5;1;5146,9;нет
1916;17.09.2015;19:37:25;2;7;17;364;5;1;6061;нет
1917;17.09.2015;19:57:25;2;8;20;4502;6;1;1089;нет
1918;17.09.2015;20:09:25;1;3;15;3768;42;1;1351,9;нет
1919;17.09.2015;20:11:25;3;10;7;3110;5;2;1487,2;нет
1920;17.09.2015;20:20:25;3;10;14;2982;14;1;6039;нет
1921;17.09.2015;20:36:25;3;9;10;3187;6;1;867,9;нет
1922;17.09.2015;20:59:25;2;6;14;1163;36;1;13145;нет
1923;17.09.2015;21:40:25;0;2;11;3573;27;1;3792,8;нет
1924;17.09.2015;22:26:25;2;8;17;364;5;1;6061;нет
1925;17.09.2015;22:27:25;2;8;9;3933;7;1;647,9;нет
1926;17.09.2015;22:33:25;2;8;10;3187;54;1;867,9;нет
1927;17.09.2015;22:46:25;3;10;8;507;0;2;7257,8;нет
1928;18.09.2015;08:15:25;2;7;11;1821;27;1;6308,5;нет
1929;18.09.2015;09:06:25;0;2;17;364;6;1;6061;нет
1930;18.09.2015;10:17:25;1;3;9;3780;10;1;8677,9;нет
1931;18.09.2015;10:38:25;3;10;16;263;3;1;14525,5;да
1932;18.09.2015;10:42:25;1;5;5;3818;9;1;979;нет
1933;18.09.2015;10:50:25;2;8;21;1022;12;1;9094,8;нет
1934;18.09.2015;10:58:25;2;7;10;3769;33;2;3187,8;нет
1935;18.09.2015;12:01:25;1;4;4;3908;34;1;1318,9;нет
1936;18.09.2015;12:24:25;0;2;3;3090;0;1;3529,9;нет
1937;18.09.2015;12:33:25;1;4;6;3126;50;1;2706;нет
1938;18.09.2015;12:46:25;0;0;16;263;5;1;14525,5;нет
1939;18.09.2015;12:56:25;2;6;22;3687;28;1;4389;нет
1940;18.09.2015;13:40:25;2;7;5;4071;6;1;778,8;нет
1941;18.09.2015;13:51:25;3;10;17;364;5;1;6061;нет
1942;18.09.2015;14:09:25;2;8;3;4190;60;1;6600;нет
1943;18.09.2015;14:19:25;1;5;5;2497;53;1;2086,7;нет
1944;18.09.2015;15:02:25;1;4;1;4515;5;1;1251,8;нет
1945;18.09.2015;15:31:25;1;4;9;4469;33;1;5471,4;нет
1946;18.09.2015;16:00:25;0;2;5;1918;3;1;1126,4;нет
1947;18.09.2015;16:33:25;2;8;19;3760;4;1;7139;нет
1948;18.09.2015;16:44:25;2;8;10;4391;17;2;1188;нет
1949;18.09.2015;16:55:25;2;8;16;3046;2;1;803;нет
1950;18.09.2015;17:14:25;2;6;3;1172;35;1;4288,9;нет
1951;18.09.2015;17:23:25;3;9;4;3188;13;1;867,9;нет
1952;18.09.2015;18:00:25;2;7;5;2863;41;1;5094,1;нет
1953;18.09.2015;18:03:25;0;2;22;2450;28;1;5020,4;нет
1954;18.09.2015;18:28:25;2;8;22;4459;43;1;1419;нет
1955;18.09.2015;18:41:25;2;8;13;2227;5;1;7139;нет
1956;18.09.2015;19:42:25;2;8;6;2072;60;1;4059;нет
1957;18.09.2015;20:26:25;0;1;13;420;25;1;53856;нет
1958;18.09.2015;20:37:25;1;4;14;1809;22;1;4838,9;нет
1959;18.09.2015;20:45:25;0;2;15;4496;48;1;1089;нет
1960;18.09.2015;20:46:25;3;11;22;4459;28;1;1419;нет
1961;18.09.2015;20:48:25;2;6;16;3046;3;1;803;нет
1962;18.09.2015;20:49:25;0;2;1;4529;27;1;9669;нет
1963;18.09.2015;20:51:25;2;7;5;2701;33;1;7194;нет
1964;18.09.2015;20:52:25;2;8;4;4537;33;1;2739;нет
1965;18.09.2015;21:00:25;0;1;5;4018;3;1;638;нет
1966;18.09.2015;21:05:25;0;1;14;3260;4;1;1197,9;нет
1967;18.09.2015;21:07:25;2;8;8;1089;0;1;55429;нет
1968;18.09.2015;21:30:25;3;10;20;1034;6;1;4224;нет
1969;18.09.2015;21:37:25;2;8;22;4125;28;1;7365,6;нет
1970;18.09.2015;21:38:25;3;9;5;1918;13;1;1126,4;нет
1971;18.09.2015;21:48:25;0;2;10;4241;50;1;1029,6;нет
1972;18.09.2015;21:51:25;1;5;14;2839;50;1;3938;нет
1973;18.09.2015;21:54:25;2;6;19;3217;0;1;2805;нет
1974;18.09.2015;21:55:25;2;8;4;3074;58;1;594;нет
1975;18.09.2015;21:56:25;0;0;18;4105;22;2;4576;нет
1976;18.09.2015;21:57:25;2;7;10;4391;35;1;594;нет
1977;18.09.2015;22:00:25;3;9;3;2777;54;1;4398,9;нет
1978;18.09.2015;22:23:25;2;7;9;1880;18;1;7469;нет
1979;18.09.2015;22:27:25;0;2;21;4216;18;1;10437,9;нет
1980;18.09.2015;22:43:25;1;4;20;4502;6;1;1089;нет
1981;18.09.2015;22:55:25;3;9;7;1992;5;1;1705;нет
1982;19.09.2015;08:42:25;0;0;5;209;18;1;9300,5;нет
1983;19.09.2015;09:48:25;3;9;5;3789;0;1;878,9;нет
1984;19.09.2015;10:08:25;2;6;20;4502;54;1;1089;нет
1985;19.09.2015;10:19:25;1;4;16;2496;3;1;2086,7;нет
1986;19.09.2015;10:46:25;0;0;3;1305;37;1;8789;нет
1987;19.09.2015;11:08:25;0;2;5;4428;33;1;1189,1;нет
1988;19.09.2015;11:37:25;2;8;20;4502;63;1;1089;нет
1989;19.09.2015;12:00:25;2;7;22;3400;43;1;6039;нет
1990;19.09.2015;12:13:25;2;8;21;4216;12;1;10437,9;нет
1991;19.09.2015;12:16:25;1;5;9;3619;18;1;4279;нет
1992;19.09.2015;12:24:25;2;8;13;4128;25;1;8789;нет
1993;19.09.2015;12:26:25;3;11;10;4391;5;2;1188;нет
1994;19.09.2015;12:29:25;2;7;16;1887;5;1;5146,9;нет
1995;19.09.2015;12:31:25;2;6;4;2358;0;1;4233,9;нет
1996;19.09.2015;12:33:25;0;2;8;952;10;1;4180;нет
1997;19.09.2015;12:40:25;2;6;1;160;35;1;11440;нет
1998;19.09.2015;13:01:25;1;3;18;4115;45;2;8712;нет
1999;19.09.2015;13:24:25;0;0;2;1876;48;1;10986,8;нет
2000;19.09.2015;13:27:25;2;8;18;4281;35;1;1320;нет
2001;19.09.2015;13:51:25;2;6;20;1034;63;1;4224;нет
2002;19.09.2015;13:56:25;0;2;8;1776;0;2;11660;нет
2003;19.09.2015;14:02:25;3;9;6;3411;16;2;2404,6;нет
2004;19.09.2015;14:05:25;3;11;16;3046;5;1;803;нет
2005;19.09.2015;14:16:25;1;4;20;765;54;1;5368;нет
2006;19.09.2015;14:32:25;2;6;8;952;1;1;4180;нет
2007;19.09.2015;14:43:25;1;5;20;4502;54;1;1089;нет
2008;19.09.2015;14:49:25;1;3;3;4303;22;1;1296,9;нет
2009;19.09.2015;14:54:25;3;10;15;4390;5;1;594;нет
2010;19.09.2015;14:57:25;3;9;14;3974;6;1;1295,8;нет
2011;19.09.2015;15:02:25;2;6;16;3015;6;1;6209,5;нет
2012;19.09.2015;15:04:25;0;0;9;3976;26;1;1298;нет
2013;19.09.2015;15:09:25;0;0;20;4036;54;1;5498,9;нет
2014;19.09.2015;15:11:25;0;0;15;2754;42;1;4389;нет
2015;19.09.2015;15:17:25;2;8;8;2238;5;1;5280;нет
2016;19.09.2015;15:18:25;2;8;18;1576;47;1;8745;нет
2017;19.09.2015;15:19:25;2;7;3;3870;42;1;1419;нет
2018;19.09.2015;15:24:25;0;0;3;3721;1;1;4444;нет
2019;19.09.2015;15:37:25;0;2;4;4398;25;1;949,3;нет
2020;19.09.2015;15:55:25;2;8;4;3898;34;1;570,9;нет
2021;19.09.2015;16:02:25;2;7;5;239;0;1;14058;нет
2022;19.09.2015;16:19:25;3;10;11;3573;1;1;3792,8;да
2023;19.09.2015;16:33:25;2;7;15;3931;37;1;647,9;нет
2024;19.09.2015;16:39:25;2;6;4;2549;50;1;5058,9;нет
2025;19.09.2015;16:43:25;0;0;13;208;4;1;9300,5;нет
2026;19.09.2015;17:07:25;3;10;17;364;6;2;12122;нет
2027;19.09.2015;17:10:25;2;8;5;2389;3;1;3386,9;нет
2028;19.09.2015;17:16:25;0;0;3;4224;42;1;3848,9;нет
2029;19.09.2015;17:18:25;2;8;2;654;2;1;3278;да
2030;19.09.2015;17:31:25;3;9;7;2892;0;1;539;нет
2031;19.09.2015;17:34:25;1;5;8;1426;10;2;13486;нет
2032;19.09.2015;17:37:25;2;8;12;206;5;1;9300,5;нет
2033;19.09.2015;17:42:25;0;2;7;2611;28;2;2178;да
2034;19.09.2015;17:47:25;3;9;12;372;5;1;8195;нет
2035;19.09.2015;17:48:25;2;6;8;2238;22;2;10560;нет
2036;19.09.2015;17:49:25;2;6;10;1909;6;1;3498;нет
2037;19.09.2015;17:52:25;2;7;16;3700;6;1;1529;нет
2038;19.09.2015;17:57:25;3;9;19;3971;24;1;1639;нет
2039;19.09.2015;18:10:25;1;4;3;3653;41;1;1338,7;нет
2040;19.09.2015;19:11:25;2;7;7;3248;54;2;1839,2;нет
2041;19.09.2015;19:22:25;2;8;16;4168;27;1;5339,4;нет
2042;19.09.2015;19:24:25;1;4;10;2963;12;2;4725,6;нет
2043;19.09.2015;19:29:25;2;7;5;2398;52;1;8237,9;нет
2044;19.09.2015;19:57:25;2;7;7;3110;27;2;1487,2;нет
2045;19.09.2015;21:14:25;2;7;4;1815;53;1;20889;нет
2046;19.09.2015;21:19:25;2;6;16;2818;2;1;1538,9;нет
2047;19.09.2015;21:40:25;0;2;14;2574;50;1;1859;нет
2048;19.09.2015;21:55:25;1;4;4;3788;1;1;878,9;нет
2049;19.09.2015;22:20:25;2;8;8;507;5;1;3628,9;нет
2050;19.09.2015;22:38:25;0;2;5;168;23;1;11390,5;нет
2051;19.09.2015;22:39:25;1;5;9;3933;25;1;647,9;да
2052;20.09.2015;08:18:25;2;7;20;955;54;1;5388,9;нет
2053;20.09.2015;10:37:25;0;2;8;292;0;1;8910;нет
2054;20.09.2015;10:56:25;2;8;7;1755;23;1;1240,8;да
2055;20.09.2015;11:25:25;0;0;7;4211;7;1;827,2;нет
